product_id,product_name,top_cat,price_disc,discount_pct,rating_count,pred_segment,true_segment,monthly_volume,revenue_baseline,revenue_uplift,inferred_placement,mismatch_flag,mismatch_revenue_loss
B09NHVCHS9,Flix Micro Usb Cable For Smartphone (Black),Computers&Accessories,59.0,70.0,9377,DEAL_SEEKER,DEAL_SEEKER,260.47222222222223,15367.861111111111,5839.787222222222,DEAL_SEEKER,0,0.0
B09NHVCHS9,Flix Micro Usb Cable For Smartphone (Black),Computers&Accessories,59.0,70.0,9377,DEAL_SEEKER,DEAL_SEEKER,260.47222222222223,15367.861111111111,5839.787222222222,DEAL_SEEKER,0,0.0
B01DEWVZ2C,"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Angled Buds for Comfort fit (Black)",Electronics,599.0,40.0,192590,SOCIAL_PROOF,SOCIAL_PROOF,5349.722222222223,3204483.6111111115,704986.3944444446,SOCIAL_PROOF,0,0.0
B01DEWVZ2C,"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Angled Buds for Comfort fit (Black)",Electronics,599.0,40.0,192587,SOCIAL_PROOF,SOCIAL_PROOF,5349.638888888889,3204433.6944444445,704975.4127777778,SOCIAL_PROOF,0,0.0
B07CRL2GY6,boAt Rugged V3 Braided Micro USB Cable (Pearl White),Computers&Accessories,299.0,63.0,94363,DEAL_SEEKER,DEAL_SEEKER,2621.1944444444443,783737.1388888889,297820.1127777778,DEAL_SEEKER,0,0.0
B09DSQXCM8,"House of Quirk Reusable Sticky Picker Cleaner Easy-Tear Sheets Travel Pet Hair Lint Rollers Brush (10cm Sheet, Set of 3 Rolls, 180 Sheets, 60 Sheets Each roll Lint Roller Remover, Multicolour)",Home&Kitchen,299.0,40.0,1015,UNMATCHED,UNMATCHED,28.194444444444443,8430.138888888889,421.50694444444446,SOCIAL_PROOF,1,1264.5208333333333
B09C6HWG18,"Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C to C Cable, Supports PD & QC 3.0 Charging, 5 GBPS Data Transmission – Black",Computers&Accessories,970.0,51.0,462,DEAL_SEEKER,DEAL_SEEKER,12.833333333333334,12448.333333333334,4730.366666666667,DEAL_SEEKER,0,0.0
B09C6HWG18,"Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C to C Cable, Supports PD & QC 3.0 Charging, 5 GBPS Data Transmission – Black",Computers&Accessories,970.0,51.0,462,DEAL_SEEKER,DEAL_SEEKER,12.833333333333334,12448.333333333334,4730.366666666667,DEAL_SEEKER,0,0.0
B097XJQZ8H,"Cookwell Bullet Mixer Grinder (5 Jars, 3 Blades, Silver)",Home&Kitchen,2464.0,59.0,8866,DEAL_SEEKER,DEAL_SEEKER,246.27777777777777,606828.4444444444,230594.80888888886,DEAL_SEEKER,0,0.0
B08NW8GHCJ,"Synqe USB C to USB C 60W Nylon Braided Fast Charging Type C to Type C Cable Compatible with Samsung Galaxy Note 20/Ultra, S20 S22 S21 S20 FE A73 A53 A33 (2M, Black)",Computers&Accessories,389.0,61.0,838,DEAL_SEEKER,DEAL_SEEKER,23.27777777777778,9055.055555555557,3440.9211111111117,DEAL_SEEKER,0,0.0
B07LG96SDB,ESN 999 Supreme Quality 1500W Immersion Water Heater Rod (Black),Home&Kitchen,335.0,34.0,3195,UNMATCHED,UNMATCHED,88.75,29731.25,1486.5625,SOCIAL_PROOF,1,4459.6875
B09JS562TP,"Motorola a10 Dual Sim keypad Mobile with 1750 mAh Battery, Expandable Storage Upto 32GB, Wireless FM with Recording - Rose Gold",Electronics,1399.0,14.0,9378,UNMATCHED,UNMATCHED,260.5,364439.5,18221.975000000002,QUALITY_FIRST,1,54665.924999999996
B09GYBZPHF,"Lifelong LLMG93 500 Watt Duos Mixer Grinder, 2 Stainless Steel Jar (Liquidizing and Chutney Jar)| ABS Body, Stainless Steel Blades, 3 Speed Options with Whip (1 Year Warranty, Black)",Home&Kitchen,1149.0,54.0,4383,DEAL_SEEKER,DEAL_SEEKER,121.75,139890.75,53158.485,DEAL_SEEKER,0,0.0
B075ZTJ9XR,"AmazonBasics High-Speed Braided HDMI Cable - 3 Feet - Supports Ethernet, 3D, 4K and Audio Return (Black)",Electronics,269.0,59.0,35877,DEAL_SEEKER,DEAL_SEEKER,996.5833333333334,268080.9166666667,101870.74833333334,DEAL_SEEKER,0,0.0
B09N6TTHT6,"E-COSMOS Plug in LED Night Light Mini USB LED Light Flexible USB LED Ambient Light Mini USB LED Light, LED Portable car Bulb, Indoor, Outdoor, Reading, Sleep (4 pcs)",Computers&Accessories,89.0,10.0,241,UNMATCHED,UNMATCHED,6.694444444444445,595.8055555555555,29.790277777777778,QUALITY_FIRST,1,89.37083333333332
B00SH18114,"Ikea 903.391.72 Polypropylene Plastic Solid Bevara Sealing Clip (Multicolour) - 30 Pack, Adjustable",Home&Kitchen,160.0,46.0,2781,DEAL_SEEKER,DEAL_SEEKER,77.25,12360.0,4696.8,SOCIAL_PROOF,1,1854.0
B08498H13H,"HP GK320 Wired Full Size RGB Backlight Mechanical Gaming Keyboard, 4 LED Indicators, Mechanical Switches, Double Injection Key Caps, and Windows Lock Key(4QN01AA)",Computers&Accessories,1519.0,57.0,408,DEAL_SEEKER,DEAL_SEEKER,11.333333333333334,17215.333333333336,6541.826666666668,DEAL_SEEKER,0,0.0
B07LG59NPV,"Boult Audio Probass Curve Bluetooth Wireless in Ear Earphones with Mic with Ipx5 Water Resistant, 12H Battery Life & Extra Bass (Black)",Electronics,899.0,80.0,103052,DEAL_SEEKER,DEAL_SEEKER,2862.5555555555557,2573437.4444444445,977906.228888889,DEAL_SEEKER,0,0.0
B09X7DY7Q4,SanDisk Extreme SD UHS I 64GB Card for 4K Video for DSLR and Mirrorless Cameras 170MB/s Read & 80MB/s Write,Electronics,939.0,48.0,205052,DEAL_SEEKER,DEAL_SEEKER,5695.888888888889,5348439.666666666,2032407.073333333,SOCIAL_PROOF,1,802265.9499999998
B0BBLHTRM9,IONIX Tap filter Multilayer | Activated Carbon Faucet Water Filters Universal Interface Home Kitchen Faucet Tap Water Clean Purifier Filter Cartridge Five Layer Water Filter-Pack of 1,Home&Kitchen,199.0,72.0,159,UNMATCHED,UNMATCHED,4.416666666666667,878.9166666666667,43.94583333333334,DEAL_SEEKER,1,131.8375
B009UORDX4,"Philips Hi113 1000-Watt Plastic Body Ptfe Coating Dry Iron, Pack of 1",Home&Kitchen,949.0,3.0,7223,QUALITY_FIRST,QUALITY_FIRST,200.63888888888889,190406.30555555556,47601.57638888889,QUALITY_FIRST,0,0.0
B07Z1YVP72,"AirCase Protective Laptop Bag Sleeve fits Upto 15.6"" Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",Computers&Accessories,449.0,55.0,11330,DEAL_SEEKER,DEAL_SEEKER,314.72222222222223,141310.27777777778,53697.90555555556,DEAL_SEEKER,0,0.0
B096MSW6CT,"Sounce Fast Phone Charging Cable & Data Sync USB Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini & iOS Devices",Computers&Accessories,199.0,90.0,7928,DEAL_SEEKER,DEAL_SEEKER,220.22222222222223,43824.222222222226,16653.204444444447,DEAL_SEEKER,0,0.0
B096MSW6CT,"Sounce Fast Phone Charging Cable & Data Sync USB Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini & iOS Devices",Computers&Accessories,199.0,80.0,7928,DEAL_SEEKER,DEAL_SEEKER,220.22222222222223,43824.222222222226,16653.204444444447,DEAL_SEEKER,0,0.0
B096MSW6CT,"Sounce Fast Phone Charging Cable & Data Sync USB Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini & iOS Devices",Computers&Accessories,199.0,80.0,7928,DEAL_SEEKER,DEAL_SEEKER,220.22222222222223,43824.222222222226,16653.204444444447,DEAL_SEEKER,0,0.0
B0BMXMLSMM,"Lapster 65W compatible for OnePlus Dash Warp Charge Cable , type c to c cable fast charging Data Sync Cable Compatible with One Plus 10R / 9RT/ 9 pro/ 9R/ 8T/ 9/ Nord & for All Type C Devices – Red, 1 Meter",Computers&Accessories,199.0,80.0,127,DEAL_SEEKER,DEAL_SEEKER,3.5277777777777777,702.0277777777777,266.7705555555555,DEAL_SEEKER,0,0.0
B0BMXMLSMM,"Lapster 65W compatible for OnePlus Dash Warp Charge Cable , type c to c cable fast charging Data Sync Cable Compatible with One Plus 10R / 9RT/ 9 pro/ 9R/ 8T/ 9/ Nord & for All Type C Devices – Red, 1 Meter",Computers&Accessories,199.0,80.0,127,DEAL_SEEKER,DEAL_SEEKER,3.5277777777777777,702.0277777777777,266.7705555555555,DEAL_SEEKER,0,0.0
B07JF9B592,MAONO AU-400 Lavalier Auxiliary Omnidirectional Microphone (Black),MusicalInstruments,478.0,32.0,20218,UNMATCHED,UNMATCHED,561.6111111111111,268450.1111111111,13422.505555555557,SOCIAL_PROOF,1,40267.51666666667
B0B4DT8MKT,"Wecool Unbreakable 3 in 1 Charging Cable with 3A Speed, Fast Charging Multi Purpose Cable 1.25 Mtr Long, Type C cable, Micro Usb Cable and Cable for iPhone, White",Computers&Accessories,348.0,77.0,656,DEAL_SEEKER,DEAL_SEEKER,18.22222222222222,6341.333333333333,2409.7066666666665,DEAL_SEEKER,0,0.0
B0B4DT8MKT,"Wecool Unbreakable 3 in 1 Charging Cable with 3A Speed, Fast Charging Multi Purpose Cable 1.25 Mtr Long, Type C cable, Micro Usb Cable and Cable for iPhone, White",Computers&Accessories,348.0,77.0,656,DEAL_SEEKER,DEAL_SEEKER,18.22222222222222,6341.333333333333,2409.7066666666665,DEAL_SEEKER,0,0.0
B09KRHXTLN,"Candes Gloster All in One Silent Blower Fan Room Heater Ideal for Small and Medium Area, 2000 Watts (White)",Home&Kitchen,1069.0,37.0,313,UNMATCHED,UNMATCHED,8.694444444444445,9294.361111111111,464.71805555555557,SOCIAL_PROOF,1,1394.1541666666667
B00LM4W1N2,Parker Classic Gold Gold Trim Ball Pen,OfficeProducts,480.0,20.0,5719,QUALITY_FIRST,QUALITY_FIRST,158.86111111111111,76253.33333333333,19063.333333333332,QUALITY_FIRST,0,0.0
B08V9C4B1J,"Synqe Type C to Type C Short Fast Charging 60W Cable Compatible with Samsung Galaxy Z Fold3 5G, Z Flip3 5G, S22 5G, S22 Ultra, S21, S20, S20FE, A52, A73, A53 (0.25M, Black)",Computers&Accessories,349.0,65.0,838,DEAL_SEEKER,DEAL_SEEKER,23.27777777777778,8123.944444444444,3087.0988888888887,DEAL_SEEKER,0,0.0
B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories,349.0,13.0,18757,QUALITY_FIRST,QUALITY_FIRST,521.0277777777778,181838.69444444447,45459.67361111112,QUALITY_FIRST,0,0.0
B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories,349.0,13.0,18757,QUALITY_FIRST,QUALITY_FIRST,521.0277777777778,181838.69444444447,45459.67361111112,QUALITY_FIRST,0,0.0
B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories,349.0,13.0,18757,QUALITY_FIRST,QUALITY_FIRST,521.0277777777778,181838.69444444447,45459.67361111112,QUALITY_FIRST,0,0.0
B08ZJDWTJ1,"Seagate Expansion 1TB External HDD - USB 3.0 for Windows and Mac with 3 yr Data Recovery Services, Portable Hard Drive (STKM1000400)",Computers&Accessories,4098.0,18.0,50810,QUALITY_FIRST,QUALITY_FIRST,1411.388888888889,5783871.666666667,1445967.9166666667,QUALITY_FIRST,0,0.0
B014I8SSD0,"Amazon Basics High-Speed HDMI Cable, 6 Feet - Supports Ethernet, 3D, 4K video,Black",Electronics,309.0,35.0,426973,SOCIAL_PROOF,SOCIAL_PROOF,11860.361111111111,3664851.5833333335,806267.3483333334,SOCIAL_PROOF,0,0.0
B0B84QN4CN,Wipro Vesta 1200 Watt GD201 Lightweight Automatic Dry Iron| Quick Heat Up| Stylish & Sleek |Anti bacterial German Weilburger Double Coated Soleplate |2 Years Warranty,Home&Kitchen,660.0,40.0,91,UNMATCHED,UNMATCHED,2.5277777777777777,1668.3333333333333,83.41666666666667,SOCIAL_PROOF,1,250.24999999999997
B09939XJX8,"TVARA LCD Writing Tablet, 8.5"" Inch Colorful Toddler Doodle Board Drawing Tablet, Erasable Reusable Electronic Drawing Pads, Educational and Learning Tool for 3-6 Years Old Boy and Girls Mix Colors",Computers&Accessories,354.0,76.0,1026,DEAL_SEEKER,DEAL_SEEKER,28.5,10089.0,3833.82,DEAL_SEEKER,0,0.0
B0BBFJ9M3X,"Redmi 11 Prime 5G (Meadow Green, 4GB RAM 64GB ROM) | Prime Design | MTK Dimensity 700 | 50 MP Dual Cam | 5000mAh | 7 Band 5G",Electronics,13999.0,13.0,2180,UNMATCHED,UNMATCHED,60.55555555555556,847717.2222222222,42385.86111111112,QUALITY_FIRST,1,127157.58333333333
B09DL9978Y,"Hindware Atlantic Compacto 3 Litre Instant water heater with Stainless Steel Tank, Robust Construction, Pressure Relief Valve And I-thermostat Feature (White And Grey)",Home&Kitchen,2399.0,48.0,444,DEAL_SEEKER,DEAL_SEEKER,12.333333333333334,29587.666666666668,11243.313333333334,SOCIAL_PROOF,1,4438.15
B075TJHWVC,Airtel Digital TV HD Set Top Box with 1 Month Basic Pack with Recording + Free Standard Installation,Electronics,917.0,60.0,3300,DEAL_SEEKER,DEAL_SEEKER,91.66666666666667,84058.33333333334,31942.16666666667,DEAL_SEEKER,0,0.0
B01MY839VW,"Orient Electric Fabrijoy DIFJ10BP 1000-Watt Dry Iron, Non-Stick (White and Blue)",Home&Kitchen,549.0,50.0,13029,DEAL_SEEKER,DEAL_SEEKER,361.9166666666667,198692.25,75503.05500000001,SOCIAL_PROOF,1,29803.837499999998
B0BCVJ3PVP,"SupCares Laptop Stand 7 Height Adjustable, Aluminium, Ventilated, Foldable, Portable Laptop Holder for Desk & Table Mount Upto 15.6 inch Laptop with Carry Pouch (Silver)",Computers&Accessories,499.0,62.0,434,DEAL_SEEKER,DEAL_SEEKER,12.055555555555555,6015.722222222222,2285.974444444444,DEAL_SEEKER,0,0.0
B07D2NMTTV,Black + Decker BD BXIR2201IN 2200-Watt Cord & Cordless Steam Iron (Green),Home&Kitchen,3199.0,9.0,1899,UNMATCHED,UNMATCHED,52.75,168747.25,8437.362500000001,QUALITY_FIRST,1,25312.087499999998
B07WGPBXY9,"Pigeon by Stovekraft Quartz Electric Kettle (14299) 1.7 Litre with Stainless Steel Body, used for boiling Water, making tea and coffee, instant noodles, soup etc. 1500 Watt (Silver)",Home&Kitchen,899.0,28.0,17424,UNMATCHED,UNMATCHED,484.0,435116.0,21755.800000000003,QUALITY_FIRST,1,65267.399999999994
B08MZNT7GP,Havells OFR 13 Wave Fin with PTC Fan Heater 2900 Watts (Black),Home&Kitchen,12499.0,37.0,322,UNMATCHED,UNMATCHED,8.944444444444445,111796.61111111111,5589.830555555556,SOCIAL_PROOF,1,16769.491666666665
B00NH11PEY,"AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black, 9.8 Feet/3 Meters)",Computers&Accessories,199.0,73.0,74976,DEAL_SEEKER,DEAL_SEEKER,2082.6666666666665,414450.6666666666,157491.25333333333,DEAL_SEEKER,0,0.0
B00NH11PEY,"AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black, 9.8 Feet/3 Meters)",Computers&Accessories,199.0,73.0,74976,DEAL_SEEKER,DEAL_SEEKER,2082.6666666666665,414450.6666666666,157491.25333333333,DEAL_SEEKER,0,0.0
B0856HY85J,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation, Without Mic (Black)",Electronics,1799.0,64.0,55192,DEAL_SEEKER,DEAL_SEEKER,1533.111111111111,2758066.888888889,1048065.4177777779,DEAL_SEEKER,0,0.0
B09YV4RG4D,"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch faces - Black",Electronics,1499.0,81.0,22636,DEAL_SEEKER,DEAL_SEEKER,628.7777777777778,942537.888888889,358164.3977777778,DEAL_SEEKER,0,0.0
B09YV4RG4D,"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch faces - Black",Electronics,1499.0,81.0,22638,DEAL_SEEKER,DEAL_SEEKER,628.8333333333334,942621.1666666667,358196.0433333334,DEAL_SEEKER,0,0.0
B08HF4W2CT,"URBN 20000 mAh lithium_polymer Power Bank with 12 Watt Fast Charging, Camo",Electronics,1599.0,54.0,36384,DEAL_SEEKER,DEAL_SEEKER,1010.6666666666666,1616056.0,614101.28,DEAL_SEEKER,0,0.0
B07GXHC691,"STRIFF PS2_01 Multi Angle Mobile/Tablet Tabletop Stand. Phone Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable, Foldable Cell Phone Stand. Perfect for Bed, Office, Home & Desktop (Black)",Electronics,99.0,80.0,42641,DEAL_SEEKER,DEAL_SEEKER,1184.4722222222222,117262.75,44559.845,DEAL_SEEKER,0,0.0
B00LP9RFSU,"Eureka Forbes Aquasure Amrit Twin Cartridge (Pack of 2), White",Home&Kitchen,825.0,0.0,3246,UNMATCHED,UNMATCHED,90.16666666666667,74387.5,3719.375,QUALITY_FIRST,1,11158.125
B09C635BMM,Cotbolt Silicone Case Cover Compatible for Samsung BN59-01312A QLED 8K 4K Smart TV Remote Shockproof Protective Remote Cover (Black),Electronics,349.0,65.0,839,DEAL_SEEKER,DEAL_SEEKER,23.305555555555557,8133.63888888889,3090.782777777778,DEAL_SEEKER,0,0.0
B09NC2TY11,"Noise ColorFit Ultra Buzz Bluetooth Calling Smart Watch with 1.75"" HD Display, 320x385 px Resolution, 100 Sports Modes, Stock Market Info Smartwatch for Men & Women (Olive Green)",Electronics,2499.0,58.0,5852,DEAL_SEEKER,DEAL_SEEKER,162.55555555555554,406226.3333333333,154366.00666666665,DEAL_SEEKER,0,0.0
B09NTHQRW3,"InstaCuppa Portable Blender for Smoothie, Milk Shakes, Crushing Ice and Juices, USB Rechargeable Personal Blender Machine for Kitchen with 2000 mAh Rechargeable Battery, 150 Watt Motor, 400 ML",Home&Kitchen,1999.0,20.0,1034,UNMATCHED,UNMATCHED,28.72222222222222,57415.72222222222,2870.786111111111,QUALITY_FIRST,1,8612.358333333332
B0B1NX6JTN,Spigen Ultra Hybrid Back Cover Case Compatible with iPhone 14 Pro max (TPU + Poly Carbonate | Crystal Clear),Electronics,1599.0,38.0,1801,UNMATCHED,UNMATCHED,50.02777777777778,79994.41666666667,3999.7208333333338,SOCIAL_PROOF,1,11999.1625
B07TTSS5MP,Lifelong LLMG74 750 Watt Mixer Grinder with 3 Jars (White and Grey),Home&Kitchen,1799.0,45.0,1846,UNMATCHED,UNMATCHED,51.27777777777778,92248.72222222222,4612.436111111111,SOCIAL_PROOF,1,13837.308333333332
B0756K5DYZ,Prestige Iris 750 Watt Mixer Grinder with 3 Stainless Steel Jar + 1 Juicer Jar (White and Blue),Home&Kitchen,3249.0,48.0,43070,DEAL_SEEKER,DEAL_SEEKER,1196.388888888889,3887067.5,1477085.65,SOCIAL_PROOF,1,583060.125
B08TDJNM3G,"E-COSMOS 5V 1.2W Portable Flexible USB LED Light (Colors May Vary, Small) - Set of 2 Pieces",Computers&Accessories,59.0,0.0,5958,UNMATCHED,UNMATCHED,165.5,9764.5,488.225,QUALITY_FIRST,1,1464.675
B08FN6WGDQ,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",Electronics,4790.0,70.0,4390,DEAL_SEEKER,DEAL_SEEKER,121.94444444444444,584113.8888888889,221963.27777777778,DEAL_SEEKER,0,0.0
B083RD1J99,"HP Wired Mouse 100 with 1600 DPI Optical Sensor, USB Plug-and -Play,ambidextrous Design, Built-in Scrolling and 3 Handy Buttons. 3-Years Warranty (6VY96AA)",Computers&Accessories,328.0,18.0,3441,UNMATCHED,UNMATCHED,95.58333333333333,31351.333333333332,1567.5666666666666,QUALITY_FIRST,1,4702.7
B09ZVJXN5L,"KNYUC MART Mini Electric Handy Room Heater Compact Plug-in, The Wall Outlet 400 Watts, Handy Air Warmer Blower Adjustable Timer Digital Display",Home&Kitchen,778.0,22.0,8,UNMATCHED,UNMATCHED,0.2222222222222222,172.88888888888889,8.644444444444444,QUALITY_FIRST,1,25.933333333333334
B0BCKJJN8R,Hindware Atlantic Xceed 5L 3kW Instant Water Heater with Copper Heating Element and High Grade Stainless Steel Tank,Home&Kitchen,3599.0,51.0,942,DEAL_SEEKER,DEAL_SEEKER,26.166666666666668,94173.83333333334,35786.05666666667,DEAL_SEEKER,0,0.0
